"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
3445;"L'YSIEUX A BELLEFONTAINE 1";"03137745";661188;6888517;192934;2019-06-28;NA;NA;0,15;2,76;1,05;38,59;NA;100;NA;"";"semi-continue";"continue";NA;"";"2017";"HYDROSPHERE";"Ysieux";15;NA;NA;NA;NA;NA;0,118;1,115;1,24;0,174;0,107;0,095;6,78;2,528;1,088;2,372;2,981;0,74;0,46;0,367;3,218;359,617;0,446;1,212;0,012;0,054;0,506;0,27;0,114;0,418;0,749;98,653;0,199;186,244;4;0,028;30;0;0,938;NA;98,601;0;1,399;1,109;16,641;0;9;"TABLES CALCAIRES";0;1,24;0,197;193,257;81,463;0;-0,765;-0,614;-1,786;-0,182;2,982;-0,986;-2,927;-1,611;-3,785;-0,535;3,702;-2,176;14,736;"TABLES CALCAIRES";"tres fort"
3446;"NARTUBY A TRANS-EN-PROVENCE 3";"06205480";984165;6272030;156006;2019-04-16;1,95;NA;1,7;16,4;12,1;230;NA;2,35;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Nartuby";15;28;50;81,32;0,779;35,095;8,274;15,193;16,901;1,363;0,525;0,471;11,736;8,036;29,994;16,438;19,747;2,732;1,8;1,494;6,03;34,445;15,271;0,899;0,009;0,471;0,808;3,755;0,228;0,551;2,749;101,102;0,133;22,439;4;0,47;30;5;0,144;NA;15,596;77,982;6,422;1,988;200,63;0,013;7;"PREALPES DU SUD";0;1,04;11,777;271,501;16,516;0;-0,524;-0,939;1,207;0,407;-1,414;-0,077;-1,1;-1,844;1,881;1,562;-4,702;-0,139;11,229;"PREALPES DU SUD";"tres fort"
3447;"LA VIOSNE A SANTEUIL 1";"03140355";623205;6892571;192935;2019-06-27;NA;NA;0,38;4,18;2,68;58,52;NA;100;NA;"DLG";"semi-continue";"continue";NA;"";"2017";"HYDROSPHERE";"Viosne";15;7;11,5;21;0,816;8,442;0,989;2,527;3,009;0,523;0,392;0,328;4,9;8,036;2,249;3,759;4,612;0,951;0,603;0,489;3,972;480,091;3,549;1,782;0,018;0,1;0,237;0,414;0,11;1,587;1,08;97,646;0,656;936,273;4;0,054;30;0;0,938;NA;75,824;23,077;1,099;1,716;84,499;0;9;"TABLES CALCAIRES";0;1,06;1,07;1049,67;279,218;0;-0,8;-0,558;-1,29;-0,27;3,68;-1,115;-3,063;-1,464;-2,734;-0,794;4,569;-2,46;15,084;"TABLES CALCAIRES";"tres fort"
3448;"GRANDE VALLEE À COUETRON-AU-PERCHE";"04612009";539325;6775415;193315;2019-10-11;0,012;NA;0,3;3,73;1,9;52;NA;7,6;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Milieux forestier";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Grande vallee";15;43;58;81,32;0,433;47,596;0,29;2,363;2,483;0,19;0,117;0,108;18,554;2,092;2,272;3,991;4,656;0,822;0,569;0,485;4,94;36,173;0,256;0,359;0,004;0,116;0,971;0,619;0,155;0,118;0,823;100,434;0,051;4,871;3;0,197;30;0;1,299;NA;12,162;78,378;9,459;1,983;15,513;0,267;9;"TABLES CALCAIRES";0;1,1;0,549;40,931;10,256;1;-0,223;-0,179;0,178;-0,062;0,375;-0,213;-0,854;-0,47;0,376;-0,183;0,465;-0,47;2,819;"TABLES CALCAIRES";"tres faible"
3449;"EAU SALEE A CHATEAUVERT ";"06202860";943914;6272495;155812;2019-04-15;1,007;NA;0,9;11,5;6,3;174;NA;28,74;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Eau salee";15;17;36;57,16;0,853;20,499;6,404;12,186;14,183;1,245;0,531;0,454;9,934;1,57;24,217;13,006;16,948;2,657;1,87;1,431;4,901;403,325;8,181;1,554;0,016;0,354;0,633;1,666;0,128;0,342;2,663;99,105;0,08;179,726;5;0,111;30;2;NA;NA;24,444;71,852;3,704;1,981;160,85;0,346;6;"MEDITERRANEEN";0;1,17;6,909;1947,919;149,772;0;0,008;-0,335;-1,128;0,319;1,614;0,373;0,027;-1,069;-2,353;1,239;2,729;0,818;8,235;"MEDITERRANEEN";"fort"
3450;"ARGENS A LE-THORONET 4";"06300121";977493;6349271;157173;2019-07-11;1,875;NA;2;19;14,1;266;NA;1,58;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Argens";15;26,84;66;116,32;1,216;33,983;9,778;17,029;17,893;1,118;0,599;0,562;18,757;7,083;31,64;18,925;20,74;2,322;1,687;1,531;8,587;23,729;11,833;0,834;0,008;0,448;0,759;3,145;0,166;0,382;2,329;101,012;0,095;9,917;2;0,836;30;1;0,325;NA;32,407;42,593;25;2,012;1426,83;0,161;6;"MEDITERRANEEN";0;1,05;34,52;535,053;28,272;0;-0,306;0,187;0,457;-0,448;-0,382;-0,685;-1,03;0,597;0,952;-1,739;-0,646;-1,503;6,467;"MEDITERRANEEN";"moyen"
3451;"RUISSEAU DU MARAIS À SARGE SUR BRAYE";"04612010";539113;6758185;193317;2019-05-17;0,023;NA;0,25;6,16;1,8;86;NA;21,4;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Marais";15;27;37;56,16;0,536;30,217;0,215;1,616;1,962;0,295;0,129;0,099;9,44;3,414;2,942;3,949;5,23;1,294;0,751;0,561;3,169;117,798;0,999;0,779;0,008;0,157;1,208;1,034;0,262;0,36;1,301;100,083;0,134;56,199;4;0,356;30;0;0,469;NA;50,4;49,6;0;1,466;3,91;0,922;9;"TABLES CALCAIRES";0;1,03;0,103;21,623;5,476;1;0,187;-0,492;0,917;0,679;0,818;0,77;0,715;-1,291;1,944;1,997;1,015;1,7;8,661;"TABLES CALCAIRES";"fort"
3452;"MAUVES DE MONTPIPEAU À HUISSEAU SUR MAUVES";"04444012";602546;6756129;193300;2019-04-30;NA;0,4;0,5;6,83;3,33;95,5;NA;8,4;NA;"";"espacée-régulière";"espacée-régulière";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Pas de radier pas de woolman";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mauves de montpipeau";15;NA;NA;NA;NA;NA;0,402;3,23;3,304;0,221;0,127;0,124;15,509;43,659;1,455;5,438;5,591;0,454;0,27;0,262;12,194;21,576;2,383;0,293;0,003;0,077;0,616;0,91;0,167;1,666;0,598;99,975;1,026;37,045;4;0,061;30;4;NA;NA;96,522;0;3,478;1,123;23,717;0;9;"TABLES CALCAIRES";0;1,11;0,312;25,71;4,728;1;-0,043;0,684;-1,044;-0,745;0,657;-0,882;-0,166;1,794;-2,213;-2,189;0,816;-1,946;9,124;"TABLES CALCAIRES";"tres fort"
3453;"AQUIAULNE À COULLONS";"04442007";666597;6720098;193298;2019-05-07;0,4;NA;0,5;5,63;3,36;79;NA;4,9;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aquiaulne";15;22,84;40;62,32;0,765;27,762;0,948;3,607;3,83;0,391;0,237;0,218;15,364;16,657;3,337;5,603;6,15;0,912;0,574;0,518;6,39;24,902;2,509;0,391;0,004;0,24;0,935;2,055;0,367;0,877;0,954;100,37;0,381;23,192;4;0,29;30;0;0,65;NA;23,967;74,38;1,653;2,009;26,304;1;9;"TABLES CALCAIRES";0;1,06;1,448;69,604;12,423;1;-0,045;0,028;0,51;-0,069;0,163;-0,107;-0,173;0,074;1,081;-0,202;0,202;-0,235;1,966;"TABLES CALCAIRES";"tres faible"
3454;"ISSOLE A STE-ANASTASIE-SUR-ISSOLE ";"06204550";953855;6254180;155879;2019-04-02;0,45;NA;1;11,2;7,1;157;NA;6,24;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Issole";15;36,68;70;174,16;1,095;53,69;2,249;6,887;7,132;0,512;0,321;0,308;14,911;5,554;15,666;11,035;12,887;1,955;1,414;1,21;5,654;74,068;7,804;0,779;0,008;0,185;0,575;2,607;0,236;0,526;1,969;100,968;0,142;45,182;5;0,199;30;3;0,108;NA;5,128;39,316;55,556;1,782;125,69;0,036;6;"MEDITERRANEEN";0;1,25;12,718;778,525;70,551;0;-0,079;-0,188;-0,494;0,083;-0,016;0,087;-0,265;-0,599;-1,03;0,323;-0,026;0,191;2,434;"MEDITERRANEEN";"tres faible"
3455;"GISCLE A COGOLIN 1";"06207000";988745;6245985;156038;2019-07-09;0,005;NA;0,8;14,16;5,43;198;NA;0,29;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Giscle";15;6;10;20;0,877;7,483;1,641;4,616;5,067;0,479;0,326;0,289;14,463;0,425;24,527;12,656;19,973;3,224;1,931;1,244;3,938;3,539;0,206;1,37;0,014;0,233;0,705;3,265;0,258;0,01;3,224;102,716;0,002;0,051;4;0,319;30;10;0,217;NA;59,669;25,414;14,917;1,387;200,72;0,956;6;"MEDITERRANEEN";0;1,11;12,392;35,254;2,786;0;-0,089;-0,558;-0,115;0,448;-2,89;0,251;-0,3;-1,78;-0,241;1,741;-4,888;0,551;9,501;"MEDITERRANEEN";"tres fort"
3456;"ROYA A BREIL-SUR-ROYA 2";"06700070";1063929;6320763;161774;2019-07-10;1,053;NA;1,7;19,3;11,9;270,2;NA;1,06;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Roya";15;58,36;180;449,6;1,504;76,738;8,177;11,271;12,383;1,379;0,757;0,647;10,235;5,29;25,567;16,631;18,889;2,604;1,607;1,37;6,916;14,249;5,432;1,094;0,011;0,713;0,939;3,995;0,24;0,233;2,607;101,083;0,063;3,619;4;0,78;30;0;0,433;NA;14,815;30,556;54,63;1,838;469,12;0,311;2;"ALPES INTERNES";0;1,08;0;0;0;1;-0,478;-0,57;1,329;0,15;-1,999;-0,472;-1,13;-1,509;2,243;0,624;-3,008;-0,813;9,327;"ALPES INTERNES";"tres fort"
3458;"TOULOUBRE A ST-CHAMAS 1";"06196850";865164;6273523;155550;2019-04-30;1,966;NA;1,3;12,2;9,1;170,8;NA;4,976;NA;"";"absence";"absence";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Touloubre";15;23;39;64;0,781;26,561;4,159;7,591;8,144;0,832;0,555;0,514;9,792;10,442;12,656;9,77;11,01;1,805;1,304;1,152;5,5;56,227;10,243;0,767;0,008;0,266;0,474;1,578;0,162;0,83;1,841;100,584;0,233;52,661;6;0,168;30;5;0,433;NA;11,538;57,692;30,769;2,027;420,558;0,116;6;"MEDITERRANEEN";0;1,46;0;0;0;0;-0,582;-0,237;-0,901;-0,346;0,259;-0,86;-1,958;-0,756;-1,879;-1,343;0,438;-1,887;8,261;"MEDITERRANEEN";"fort"
3459;"RAU ETHELIN À CHATILLON-SUR-LOIRE";"04441007";679173;6717023;193296;2019-05-07;0,08;NA;0,25;3,9;1,7;55;NA;13,6;NA;"";"semi-continue";"semi-continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rau ethelin";15;24,52;37;67,32;0,734;29,288;0,153;1,871;1,945;0,145;0,081;0,077;16,136;24,887;1,901;4,689;5,167;0,687;0,407;0,368;6,94;49,106;2,834;0,362;0,004;0,068;0,871;1,338;0,285;1,665;0,85;100,334;0,861;87,297;4;0,095;30;1;0,541;NA;33,333;64;2,667;1,97;8,576;0,353;9;"TABLES CALCAIRES";0;1,01;0,414;55,234;11,779;1;0,119;0,217;-0,484;-0,118;0,702;-0,08;0,455;0,569;-1,026;-0,348;0,871;-0,176;3,445;"TABLES CALCAIRES";"tres faible"
3460;"MORTE A BUCEY-LES-GY 3";"06004750";914842;6705780;144652;2019-03-28;0,168;NA;NA;5,7;4,8;80;NA;3,7;NA;"";"absence";"bosquets éparses";"Réseau de référence pérenne de la qualité des cours d’eau du bassin Rhône-Méditerranée";"Erreur dans calcul LPB moyenne - 5.7m indiquée au lieu de 6.9m en réalité - distance inter transect plus courte que le prévoit le protocole. Mais les LPB des transects sont bonnes.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Morte";15;8,84;20;40,64;1,023;11,552;0,612;4,861;4,96;0,186;0,127;0,124;27,454;18,116;5,892;7,533;8,188;1,029;0,79;0,724;7,34;26,284;5,236;0,398;0,004;0,052;0,402;1,368;0,182;0,899;1,071;100,716;0,323;25,841;2;0,374;30;14;NA;NA;2,459;95,082;2,459;1,281;14,82;0;10;"COTES CALCAIRES EST";0;1,32;1,767;64,137;8,514;0;0,436;0,191;0,899;0,206;0,25;0,743;2,167;0,732;2,622;0,867;0,286;2,059;8,733;"COTES CALCAIRES EST";"fort"
3461;"GOURGEONNE A TINCEY-ET-PONTREBEAU ";"06003850";908360;6725856;72616;2019-05-16;0,522;NA;1;9,3;6,86;130;NA;1,5;NA;"";"semi-continue";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Gourgeonne";15;24,84;47;80,16;1,052;29,639;1,76;5,368;5,581;0,475;0,326;0,312;12,158;16,628;17,24;10,4;12,351;2,528;1,66;1,395;4,124;20,533;13,864;1,017;0,01;0,181;0,582;0,743;0,071;0,81;2,562;101,989;0,201;19,719;2;0,245;30;0;0,35;NA;49,296;43,662;7,042;2,188;150,631;0;10;"COTES CALCAIRES EST";0;1,21;10,394;152,948;14,707;0;-0,035;-0,599;-0,151;0,53;-0,319;0,472;-0,173;-2,3;-0,44;2,228;-0,364;1,308;6,814;"COTES CALCAIRES EST";"moyen"
3462;"MADELEINE A ETUEFFONT 2";"06457575";992919;6745643;158604;2019-04-04;0,132;NA;0,5;5,7;3,7;80;NA;44,5;NA;"";"bosquets éparses";"continue";"Réseau de référence pérenne de la qualité des cours d’eau du bassin Rhône-Méditerranée";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Madeleine";15;14,84;37;74,8;1,228;20,543;0,703;4,111;4,258;0,311;0,169;0,163;14,42;2,983;3,165;5,767;6,185;0,798;0,549;0,51;7,328;222,775;1,272;1,11;0,011;0,118;0,693;0,814;0,141;0,415;0,807;98,723;0,18;98,178;3;0,177;30;0;0,541;NA;1,439;35,971;62,59;1,378;6,11;1;4;"VOSGES";0;1,05;1,919;837,73;145,275;1;0,073;0,174;0,627;-0,094;0,353;0,021;0,241;0,66;1,476;-0,42;0,328;0,045;3,171;"VOSGES";"tres faible"
3463;"SEILLE A NEVY-SUR-SEILLE 2";"06491170";900591;6629895;159217;2019-03-26;2,101;NA;1,6;16;11,4;223;NA;6,7;NA;"";"semi-continue";"continue";"Réseau de référence pérenne de la qualité des cours d’eau du bassin Rhône-Méditerranée";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Seille";15;15,84;25;40,32;0,671;18,321;4,411;10,92;11,191;0,771;0,405;0,395;15,256;10,811;23,693;16,981;18,086;2,134;1,401;1,313;8,045;86,318;25,143;0,911;0,009;0,286;0,719;1,976;0,116;1,073;2,193;100,633;0,291;98,553;3;0,276;30;5;0,595;NA;19,118;41,176;39,706;1,759;208,964;0;5;"JURA-PREALPES DU NORD";0;1,16;40,049;2632,301;155,017;0;-0,395;-0,367;-0,08;-0,034;0,456;-0,455;-1,03;-1,084;-0,133;-0,152;0,448;-0,877;3,725;"JURA-PREALPES DU NORD";"tres faible"
3464;"criques Petit Laussat ";"09230203";213680,356;602635,567;193440;2019-11-05;0,549;NA;1,53;15;10,73;210;NA;0,46;NA;"Sous-berges";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Zone aval de la station à priori utilisée régulièrement comme zone de baignade sans désordre morphologique induit
Bâtonnets irrécupérables un mois après la pose en raison d'une forte hydrologie";"2017";"FDAAPPMA DOUBS";"Criques petit laussat ";15;0,5;2;16;2,114;0,603;5,992;10,227;10,616;0,909;0,565;0,542;12,082;6,424;16,421;12,99;13,94;1,802;1,247;1,161;7,293;5,239;2,499;0,694;0,007;0,378;0,641;1,891;0,146;0,162;1,803;100,846;0,047;0,887;4;0,376;30;0;1,299;NA;83,636;15,455;0,909;0,707;54,31;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,124;-0,057;0,093;-0,089;-0,499;-0,17;-0,714;-0,219;0,24;-0,48;-0,772;-0,722;3,147;"GUYANE";"tres faible"
3465;"LA SENSÉE À ETAING (62)";"01000274";699846;7020115;178364;2019-06-11;1,97;NA;NA;13,6;7,4;NA;NA;0,5;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sensee";15;NA;NA;NA;NA;NA;4,543;7,665;8,083;0,844;0,596;0,565;9,33;28,391;22,887;13,669;15,582;2,6;1,682;1,472;5,274;7,222;18,804;1,002;0,01;0,275;0,471;1,074;0,079;0,824;2,635;101,743;0,204;6,786;3;0,137;30;0;NA;NA;75,676;22,523;1,802;1,536;296,271;0;9;"TABLES CALCAIRES";0;1,24;10,381;50,919;3,725;0;0,108;-0,394;-0,498;0,473;-1,079;0,545;0,412;-1,033;-1,056;1,391;-1,339;1,203;6,434;"TABLES CALCAIRES";"moyen"
3466;"LE PERON A MESBRECOURT-RICHECOURT 1";"03144945";738079;6956809;104582;2019-06-07;0,782;NA;NA;9;6,23;NA;NA;2,3;NA;"embâcles fosses";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Peron";15;NA;NA;NA;NA;NA;3,988;6,377;7,02;0,987;0,631;0,57;6,765;5,947;13,342;9,439;11,197;2,21;1,413;1,19;4,306;26,851;4,273;0,862;0,009;0,362;0,59;0,671;0,071;0,324;2,215;101,083;0,088;10,264;4;0,237;30;0;1,212;NA;88,696;4,348;6,957;1,449;145,09;0;9;"TABLES CALCAIRES";0;1,28;4,776;107,761;11,417;1;-0,045;-0,529;0,127;0,46;0,141;0,381;-0,171;-1,387;0,27;1,352;0,174;0,841;4,196;"TABLES CALCAIRES";"tres faible"
3467;"LA SELLE À NEUVILLY (59)";"01002215";735925;7005169;178371;2019-06-05;1,093;NA;0,8;20;5,85;280;NA;2,4;NA;"";"isolée";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"pas de transect 13 car abreuvoir
bovins entraînent modifications de la morphologie";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Selle";15;19;25,5;40;0,5;21,278;2,634;6,535;7,116;0,754;0,409;0,372;10,736;16,368;31,491;23,395;25,97;3,191;1,393;1,262;7,378;29,718;29,493;1,144;0,011;0,285;0,684;6,035;0,258;0,951;3,238;102,131;0,259;31,453;4;0,497;30;0;NA;NA;37,168;62,832;0;1,863;144,585;0;9;"TABLES CALCAIRES";0;1,39;8,443;198,782;8,497;0;0,864;0,01;0,869;0,828;0,182;1,242;3,307;0,026;1,843;2,435;0,225;2,74;10,575;"TABLES CALCAIRES";"tres fort"
3468;"LE WIMEREUX À MANINGHEN-HENNE (62)";"01002229";606669;7073990;178377;2019-06-26;0,93;NA;NA;17;5,9;NA;NA;1,1;NA;"COLMATAGE IMPORTANT";"bosquets éparses";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Wimereux";15;21;33;52,16;0,632;24,882;3,102;6,788;7,198;0,657;0,429;0,395;19,859;16,79;33,51;18,394;21,168;3,269;1,834;1,581;5,71;17,061;25,325;1,264;0,013;0,328;0,732;3,232;0,176;0,785;3,302;102,518;0,188;15,273;4;0,393;30;0;0,487;NA;41,727;53,237;5,036;1,889;55,125;0;9;"TABLES CALCAIRES";0;1,15;5,675;61,239;3,329;0;0,918;-0,155;0,735;1,053;-1,013;1,811;3,513;-0,406;1,557;3,097;-1,258;3,996;13,827;"TABLES CALCAIRES";"tres fort"
3470;"LE RUISSEAU DE BELVAL A BINSON-ET-ORQUIGNY 1";"03105640";756896,61;6887805,98;192928;2019-07-11;0,058;NA;0,4;4,5;2,6;63;NA;4,6;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Les batonnets plantés afin de mesurer le colmatage des substrats ne mesurait que 25 cm au lieu de 30 comme précisé dans le protocole du fait d'une erreur lors de leur conception.";"2017";"AQUABIO";"Belval";15;2;11,5;26,16;1,843;3,525;0,359;2,251;2,425;0,287;0,163;0,143;11,864;8,719;2,905;4,426;5,158;1,037;0,659;0,563;4,423;25,396;1,171;0,4;0,004;0,174;1,169;0,374;0,084;0,408;1,046;100,614;0,162;12,021;4;0,254;30;0;0,65;NA;29,358;66,972;3,67;1,725;58,661;0;9;"TABLES CALCAIRES";0;1,35;1,64;74,007;16,719;0;-0,526;-0,416;0,293;-0,107;0,444;-0,667;-2,012;-1,091;0,621;-0,316;0,552;-1,472;6,063;"TABLES CALCAIRES";"moyen"
3471;"crique Voltaire Amont pont Camp Voltaire";"09210101";157318,408;559168,097;193435;2019-11-09;1,089;NA;1,7;17,2;11,9;240,8;NA;1,22;NA;"Présence de blocs rocheux";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets non posés";"2017";"FDAAPPMA DOUBS";"Crique voltaire amont pont camp voltaire";15;0,5;2;7,16;1,655;0,846;6,674;11,273;11,749;1,031;0,608;0,579;12,858;6,726;23,802;16,188;17,425;2,247;1,482;1,369;7,437;16,388;6,895;0,822;0,008;0,4;0,664;2,736;0,169;0,297;2,252;101,074;0,079;5,246;4;0,27;30;0;1,299;NA;90,551;7,874;1,575;0,494;87,83;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,073;-0,087;-0,354;0,014;0,739;-0,089;-0,416;-0,335;-0,917;0,075;1,144;-0,38;3,268;"GUYANE";"tres faible"
3472;"crique Manaré Amont pont piste Mataroni";"09241503";371152,979;450326,393;193448;2019-11-01;2,691;NA;2,24;21,2;15,7;296,8;NA;1,82;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Ateliers granulométrie et colmatage réalisés sur plats courants en absence de vrais radiers - Présence d'un saut sur la station entre les transects 11 et 12 de hauteur environ 30 cm";"2017";"FDAAPPMA DOUBS";"Crique manare amont pont piste mataroni";15;0,5;0,5;6;1,64;0,612;16,162;21,851;22,299;1,21;0,73;0,709;22,836;4,908;45,796;28,207;29,434;2,372;1,665;1,581;12,871;28,231;13,013;0,837;0,008;0,537;0,733;8,267;0,293;0,306;2,377;100,897;0,079;8,827;5;0,513;30;0;1,299;NA;87,313;11,194;1,493;0,915;134,99;NA;973;"GUYANE";0;NA;NA;NA;NA;1;0,332;0,417;0,181;-0,037;1,375;0,305;1,908;1,613;0,471;-0,197;2,127;1,297;7,612;"GUYANE";"fort"
3473;"portal Amont pont route Paul Isnard";"09240202";171360,021;581720,338;193444;2019-11-08;0,89;NA;1,79;17,8;12,5;249,2;NA;0,47;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets non récupérables - hydrologie trop forte
Granulométrie réalisée sur plat courant en absence de radier sur la station ou à proximité";"2017";"FDAAPPMA DOUBS";"Portal amont pont route paul isnard";15;0,5;6;13,16;1,95;0,74;10,22;11,865;12,547;1,278;0,86;0,808;10,737;4,631;31,93;16,924;18,625;2,764;1,908;1,73;6,305;7,979;4,621;1,062;0,011;0,477;0,544;2,584;0,153;0,147;2,765;101,429;0,034;1,281;4;0,419;30;0;1,299;NA;72,566;27,434;0;0,961;113,17;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,117;-0,278;0,022;0,159;-0,076;0,051;-0,671;-1,075;0,056;0,853;-0,117;0,217;2,989;"GUYANE";"tres faible"
3474;"affluent à l'amont de la confluence avec le grand Laussat";"09230201";210465,923;599093,996;193438;2019-11-06;0,171;NA;0,85;11;6;154;NA;1,34;NA;"";"continue";"continue";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"Bâtonnets non posés";"2017";"FDAAPPMA DOUBS";"Affluent";15;0,5;3;10;1,851;0,559;2,244;6,158;6,569;0,657;0,379;0,348;11,553;4,205;10,121;9,263;10,527;1,632;1,112;0,968;5,901;12,721;1,524;0,577;0,006;0,256;0,675;2,02;0,218;0,155;1,633;100,873;0,047;2,278;3;0,3;30;0;1,299;NA;86,667;13,333;0;0,702;15,23;NA;973;"GUYANE";0;NA;NA;NA;NA;1;-0,017;-0,137;0,179;0,122;-0,127;0,115;-0,099;-0,529;0,465;0,653;-0,196;0,489;2,431;"GUYANE";"tres faible"
